review,clean_review
"The Dark Knight Rises is a 2012 action film directed by Christopher Nolan and starring Oscar-winning Christian Bale as Batman and Tom Hardy as Bane. It was a box office success with total earnings more than $1 billion.

Eight years after the events of The Dark Knight, Batman seems to have retired. But when a new evil force named Bane arrives in Gotham and intends to destroy the city, Batman has to rise again. His allies are few, but he is willing to do whatever it takes to save his city and its people...

One of the best features of the film is its special effects; also why I enjoyed it so much. They were all amazingly good, with the stadium explosion being one of the top movie scenes this year!

What's more, another point I have to mention is the acting; Bale is as convincing as ever, while Hardy is the perfect villain. The rest of the cast, including Anne Hathaway as Catwoman and Gary Oldman as Comissioner Gordon remains at its finest.

All in all, I found the film more enjoyable than any other this year. So, don't waste time-grab your popcorn, your friends and watch it. In my opinion though, you should already have done so!",dark knight rise action film direct christoph nolan star oscar win christian bale batman tom hardi bane box offic success total earn billion eight year event dark knight batman seem retir new evil forc name bane arriv gotham intend destroy citi batman rise alli will whatev take save citi peopl one best featur film special effect also enjoy much amazingli good stadium explos one top movi scene year anoth point mention act bale convinc ever hardi perfect villain rest cast includ ann hathaway catwoman gari oldman comission gordon remain finest found film enjoy year wast time grab popcorn friend watch opinion though alreadi done
"If you've had enough of Batmen because of the likes of Val Kilmer and George Clooney, then you haven't enjoyed Christian Bale in director Christopher Nolan's trilogy of Batman Begins, The Dark Knight, and now the superior Dark Knight Rises. Bale brings the anguish and triumph of a real human being who suffers and overcomes his sorrows to fight the forces of evil—the American way.

While that way is too often by way of violence in movies, this iteration, where Bruce Wayne returns from self-exile to fight the fearful Bane (Tom Hardy), is more often punctuated by intelligence (in weapon designs and mostly in strategy). In fact, the violence is frequently mundane fist fighting, almost as if to emphasize guile over missile. Sadly, the two battles between Batman and Bane are so dull that I longed for CGI to elevate the sophistication. Body blows hardly satisfy in this high-tech world.

Characteristic of Nolan, the bad guys are memorable and formidable: Bane has a mask to remind us of Darth Vader with his power and darkness, actually coming from a pit of darkness as if from some Poe-like tale of terror; Catwoman (Anne Hathaway) is witty, slippery, and mercurial while sporting a figure Hathaway must have worked hard to fashion; and the surprise villain, well, is more vicious than the others because of the ultimate disguise (not to be disclosed here for fear of my being thrown into the naughty-critic pit).

Then there's Alfred (Michael Caine), Bruce Wayne's faithful servant, whose soul is almost as tortured as Wayne's. Caine is called on to shed a few tears, which are more believable than all the CGI machines. I wouldn't be surprised if Caine gains an Oscar nomination for supporting role (he won two Oscars already). As for Joseph Gordon-Levitt's cop, John Blake, he is subtly effective in gaining our sympathy so that he is guaranteed to return in the next Batman production.

I am unusually effusive about the acting because it is so good, but I should not forget that themes are always prominent in this series. Global financial failure, loyalties, and warfare; and, of course, the ambiguity of human beings, symbolized by masks, keep this comic-book thriller from sinking in its own weight of explosions and bombast.

The Amazing Spider-Man impressed me a few weeks ago because it caught squarely the young person's challenges of self-centered arrogance and growing maturity thorough responsibility. Now The Dark Knight Rises shows the inner struggles of an adult hero racked with doubt, more inclined to forsake responsibility than to save humanity. As for the Avengers, it now looks like a showcase for costumes at a Comic-Con convention.

Nolan and Bale have caught the angst of adults everywhere who, when confronted with financial ruin or the need to defend their turf from alien forces, may bail out rather than face down the evils. Despite the questionably-long 164 minutes, the artists of this film have kept every minute interesting, fast-paced, and highly useful to develop a pride of heroes who should keep us entertained for at least next decade.",enough batman like val kilmer georg clooney enjoy christian bale director christoph nolan trilog batman begin dark knight superior dark knight rise bale bring anguish triumph real human suffer overcom sorrow fight forc evil—th american way way often way violenc movi iter bruce wayn return self exil fight fear bane tom hardi often punctuat intellig weapon design mostli strategi fact violenc frequent mundan fist fight almost emphas guil missil sadli two battl batman bane dull long cgi elev sophist bodi blow hardli satisfi high tech world characterist nolan bad guy memor formid bane mask remind u darth vader power dark actual come pit dark poe like tale terror catwoman ann hathaway witti slipperi mercuri sport figur hathaway must work hard fashion surpris villain well viciou other ultim disguis disclos fear thrown naughti critic pit alfr michael cain bruce wayn faith servant whose soul almost tortur wayn cain call shed tear believ cgi machin surpris cain gain oscar nomin support role two oscar alreadi joseph gordon levitt cop john blake subtli effect gain sympathi guarante return next batman product unusu effus act good forget theme alway promin seri global financi failur loyalti warfar cours ambigu human be symbol mask keep comic book thriller sink weight explos bombast amaz spider man impress week ago caught squar young person challeng self center arrog grow matur thorough respons dark knight rise show inner struggl adult hero rack doubt inclin forsak respons save human aveng look like showcas costum comic con convent nolan bale caught angst adult everywher confront financi ruin need defend turf alien forc may bail rather face evil despit question long minut artist film kept everi minut interest fast pace highli use develop pride hero keep u entertain least next decad
"I went to see the Dark Knight Rises last week and I have to say I was impressed. Story-wise it's a lot better than it's predecessors. The plot is coherent and has several interesting twists along the way that I won't spoil for you here. My only complaint is that it is a bit heavy going at some points. 3 hours is a long time, and I wouldn't go so far as to say boring, but it definitely takes a while to pick up the pace. However once it does you are in for a thrill ride.

Nolan did a fantastic job with the Characters, from the troubled Bruce Wayne/Batman to Catwoman to the antagonist Bane, as well as secondary characters such as Alfred and Gordon, they are all fleshed out beautifully and are very believable in respect to the source material. Supplemented by superb acting by the all star cast, I have no complaints here.

The direction is fantastic. As I said above, it takes a while to pick up, but it never ever get's boring. As soon as you start to think that, something happens that pulls you right back in. Nolan deserves to be commended for this. The action scenes are brilliantly done, the special effects are great, Hans Zimmer's score is, as always, superb, the editing and cinematography are crisp. There really is not much to complain about here.

In my personal opinion it is the best installment in the Nolan trilogy, and if you haven't seen it yet I can only recommend you do so as soon as possible.",went see dark knight rise last week say impress stori wise lot better predecessor plot coher sever interest twist along way spoil complaint bit heavi go point hour long time go far say bore definit take pick pace howev thrill ride nolan fantast job charact troubl bruce wayn batman catwoman antagonist bane well secondari charact alfr gordon flesh beauti believ respect sourc materi supplement superb act star cast complaint direct fantast said take pick never ever get bore soon start think someth happen pull right back nolan deserv commend action scene brilliantli done special effect great han zimmer score alway superb edit cinematographi crisp realli much complain person opinion best instal nolan trilog seen yet recommend soon possibl
"Didn't think this film lived up to the hype surrounding it. It was good, don't get me wrong but it didn't compare with the Dark Knight. Seemed too full of action and definitely violence, which obscured the story somewhat.However Christian Bale played a blinder again and he has definitely made the role his and his alone. Nobody would be able to compare to him. The ending was again a bit rushed and didn't really come as any surprise, and again this let down the overall film. Sets up another series, which would have to be exceptional to compare. But overall a let down and not a fitting end to this franchise. Let's hope the Man Of Steel (another DC offering) will strengthen the comic lines takings as the Green Lantern certainly didn't. Sorry, the Avengers will be the box office topper this year!",think film live hype surround good get wrong compar dark knight seem full action definit violenc obscur stori somewhat howev christian bale play blinder definit made role alon nobodi would abl compar end bit rush realli come surpris let overal film set anoth seri would except compar overal let fit end franchis let hope man steel anoth dc offer strengthen comic line take green lantern certainli sorri aveng box offic topper year
"A mediocre comic book film. While decent at times, there are too many patches of poor dialog the bring out poor performances from the actors. While Bruce Wayne is reluctant to put back on the bat suit, Bale seems equally reluctant to put on his Bruce Wayne suit. His performance is entirely uninteresting and he never seems to recover any fire. 

Hathaway does a fair job, but she and Bale lack chemistry. A scene with Levitt is so poorly written and performed it is painful to watch. 

Bane is never menacing. It sounds like he is impersonating Jeremy Irons from Die Hard 3. He also does this ridiculous head shake during his speech, as if to insure the audience that he is speaking. 

The tie in to A Tale of Two Cities is obvious and ham fisted.  There is so little build up to the behavior the citizens quickly adopt that  it just fails to make itself plausible. While the personal sacrifice from A Tale of Two Cities makes that story powerful, the cop out in this film weakens the whole story.  

Some of the action scenes are pretty good. Some are just ridiculous. Batman always seems like some guy in a suit who is fighting a creepy guy with a mask. 

Overall this movie just fails to ever become compelling.",mediocr comic book film decent time mani patch poor dialog bring poor perform actor bruce wayn reluct put back bat suit bale seem equal reluct put bruce wayn suit perform entir uninterest never seem recov fire hathaway fair job bale lack chemistri scene levitt poorli written perform pain watch bane never menac sound like imperson jeremi iron die hard also ridicul head shake speech insur audienc speak tie tale two citi obviou ham fist littl build behavior citizen quickli adopt fail make plausibl person sacrific tale two citi make stori power cop film weaken whole stori action scene pretti good ridicul batman alway seem like guy suit fight creepi guy mask overal movi fail ever becom compel
"You just don't watch a Nolan movie. You experience it. Something happens inside you after you're done watching any of his movies.

The Dark Knight Rises is not just a movie, its a baggage of expectations, its a sequel to The Dark Knight, it has been directed by Chris Nolan, it has the Batman and people have already started with their assumptions and speculations.

Does the movie survive all this?

Yes. Definitely yes.

Batman Begins dealt with fear. The Dark Knight dealt with chaos. The Dark Knight Rises deals with pain.

Eight years have been passed since the demise of Harvey Dent. Batman had hung up the boots and started blaming himself for Harvey's Death and everything. With all the injuries he had sustained while fighting under that bat suit and the depression, he is no longer the Bruce Wayne Gotham knows. People have been questioning his sanity. Wayne empire is declining.

In comes Bane. The dark, brutal, masked and monolithic beast who almost destroys Wayne enterprises to seek Batman.

Selina Kyle, a female burglar who teases Bruce Wayne with her attitude and activities.

As a result, Batman is forced to come back. What follows is the series of events that not only blow your mind away but cast a magical spell to last the full life time.

There are a several new players that have been introduced in the film, such as Wayne's love interest and the new age cop John Blake who does the job of being the good side kick of Gordon and plays in an important role in convincing Bruce Wayne to be back as the caped crusader to protect Gotham one last time from the terror of Bane and army.

So is The Dark Knight Rises better than The Dark Knight? If you were one of those fans who prefer Batman Begins to TDK then you'll find much to love about TDKR. And if you weren't then no Batman film will ever match TDK for you.

As both Batman and Bruce Wayne, Christian Bale's work here is master- class, and he gives the character such an inescapable melancholy – a certain perseverance in the face of absolute resignation to his fate – that he becomes a more tragic figure than ever. That said, he's aided enormously by a never-better Michael Caine, who turns with hope and palpable love what might otherwise be expository dialogue into searing, supportive criticisms of Wayne's self-destruction.

On the other hand, after being marketed as heir to the Joker in ""The Dark Knight,"" Tom Hardy's Bane is a different sort of villain – a focused and more ideologically-developed version of Heath Ledger's Joker – but one with equally ruthless charm.

While she doesn't quite steal the show as Heath Ledger's Joker did, Hathaway's Catwoman is a magnetic presence whenever she's on screen and she has great chemistry with Bale. Selina may be the proverbial good bad girl, the thief with a heart of gold, but Hathaway imbues her with a wounded spirit and a survivor's edge that makes her feel genuine and sympathetic even when she's being naughty.

That being said, the acts of good old Gary Oldman and the power house Joseph Gordon Levitt cannot be ignored.

Christopher Nolan is in peak time of his life. Whatever he is touching is turning into gold. He has taken The Batman series to a level which no one in thousand years can reach. The action scenes, the rise and the fall of all the characters along with the climax are just the pieces of the puzzle, which in the end you feel was taking shape since the day Batman Begins released. The first hour ties all the loose ends the first two movies left behind and the climax is so apt that you leave the theater feeling contended and satisfied.

We may never see superhero films quite like these again, and that's fine. Nolan had something special to say with his time in the trenches, and he's ended on his own terms.

I wonder which series Nolan decides to reboot next!",watch nolan movi experi someth happen insid done watch movi dark knight rise movi baggag expect sequel dark knight direct chri nolan batman peopl alreadi start assumpt specul movi surviv ye definit ye batman begin dealt fear dark knight dealt chao dark knight rise deal pain eight year pas sinc demis harvey dent batman hung boot start blame harvey death everyth injuri sustain fight bat suit depress longer bruce wayn gotham know peopl question saniti wayn empir declin come bane dark brutal mask monolith beast almost destroy wayn enterpris seek batman selina kyle femal burglar tea bruce wayn attitud activ result batman forc come back follow seri event blow mind away cast magic spell last full life time sever new player introduc film wayn love interest new age cop john blake job good side kick gordon play import role convinc bruce wayn back cape crusad protect gotham one last time terror bane armi dark knight rise better dark knight one fan prefer batman begin tdk find much love tdkr batman film ever match tdk batman bruce wayn christian bale work master class give charact inescap melancholi – certain persever face absolut resign fate – becom tragic figur ever said aid enorm never better michael cain turn hope palpabl love might otherwis expositori dialogu sear support critic wayn self destruct hand market heir joker dark knight tom hardi bane differ sort villain – focus ideolog develop version heath ledger joker – one equal ruthless charm quit steal show heath ledger joker hathaway catwoman magnet presenc whenev screen great chemistri bale selina may proverbi good bad girl thief heart gold hathaway imbu wound spirit survivor edg make feel genuin sympathet even naughti said act good old gari oldman power hous joseph gordon levitt cannot ignor christoph nolan peak time life whatev touch turn gold taken batman seri level one thousand year reach action scene rise fall charact along climax piec puzzl end feel take shape sinc day batman begin releas first hour tie loo end first two movi left behind climax apt leav theater feel contend satisfi may never see superhero film quit like fine nolan someth special say time trench end term wonder seri nolan decid reboot next
"Firstly I will say that I loved Batman Begins. Then Christopher Nolan gave us The Dark Knight and I felt it was on a whole other level than Batman Begins. I went into the cinema to The Dark Knight Rises on the day of release with high expectations. These were blown away! I even went to see it at the cinema again and I've never done that before! (I understand other people saw it many more times but still a first for me)

The acting was absolutely superb! Christian Bale was at his very best playing Bruce Wayne/Batman. Michael Caine was brilliant as Alfred despite his short screen time and I feel the performance was Oscar nomination worthy. Anne Hathaway was a better Catwoman than I could have imagined. Joseph Gordon Levitt was really good as Blake. Gary Oldman and Morgan Freeman were good as always playing Gordon and Fox. Marion Cotillard was good as Miranda as well. Finally Tom Hardy as Bane. I thought this was good casting from the start but I never imagined something quite this good! Tom Hardy stole the show for me just like Heath Ledger did in The Dark Knight. Bane is one of my favourite baddies of all time now and while it wasn't quite as good as The Joker, it was as close as it was ever going to come. Tom Hardy is worthy of an Oscar nom for his portrayal of Bane especially since he was restricted with the mask and had to convey emotions through eyes, voice and body language. There were a few moments where I couldn't understand his voice but sometimes it just took a few extra seconds to absorb it and his voice sounds too awesome to care anyway.

Wally Pfisters cinematography was incredible once again and I think I see another Oscar nomination for him.

Hans Zimmer's score was his greatest yet in my opinion and it really added to the emotional depth of the film and just got you into the film right from the start. Dare I say it another Oscar nomination?

Finally Christopher Nolan's Direction was incredible as always and I truly believe this to be his finest creation to date and he must get an Oscar nomination if not his first win, he definitely deserves it.

Overall this film was outstanding, one of the greatest films ever made,the finest of Nolan's Batman trilogy and the best superhero movie of all time. An Oscar nomination is deserved and I think any other film coming out this year will struggle to beat it.",firstli say love batman begin christoph nolan gave u dark knight felt whole level batman begin went cinema dark knight rise day releas high expect blown away even went see cinema never done understand peopl saw mani time still first act absolut superb christian bale best play bruce wayn batman michael cain brilliant alfr despit short screen time feel perform oscar nomin worthi ann hathaway better catwoman could imagin joseph gordon levitt realli good blake gari oldman morgan freeman good alway play gordon fox marion cotillard good miranda well final tom hardi bane thought good cast start never imagin someth quit good tom hardi stole show like heath ledger dark knight bane one favourit baddi time quit good joker close ever go come tom hardi worthi oscar nom portray bane especi sinc restrict mask convey emot eye voic bodi languag moment understand voic sometim took extra second absorb voic sound awesom care anyway walli pfister cinematographi incred think see anoth oscar nomin han zimmer score greatest yet opinion realli ad emot depth film got film right start dare say anoth oscar nomin final christoph nolan direct incred alway truli believ finest creation date must get oscar nomin first win definit deserv overal film outstand one greatest film ever made finest nolan batman trilog best superhero movi time oscar nomin deserv think film come year struggl beat
"Is it a perfect film? No. It is a great blockbuster? Yes, it is. Tonally, The Dark Knight Rises rises above its predecessor in the trilogy, because it manages to balance the grounded in realism and comic book aspects into a tonally coherent work. In fact, though it still attempts to ground itself in reality, this is the most operatic and most bombastic of the Batman films. And, dear lord, does operatic work with the superhero genre. After all, at its true core, Batman, and the superhero genre, is inherently a ridiculous concept. I loved the ridiculous voice of Bane and Michael Cain's constant hamming it up, crying speeches.

In recent years, the JJ Abraham's school of film-making has gained currency. The film moving so fact to one scene to the next that the audience barely has time to register the illogical steps taken by the characters. This is evident in the 2009, Star Trek film. While Nolan does this, he does it with so much more panache that it transcends the narrative, editing weaknesses associated with this modern form of film- making. The Dark Knight Rises is a pure cinematic experience. It is a film that needs It is a film that needs to be experience in the big screen. Even the hand to hand fighting sequences-- an area that Christopher Nolan has struggled with in the past -- are exemplary; they are reminiscent of the slow light saber fights in the Old Trilogy.

The biggest problem with the film is that it does not developed the relationship between Marion Colitard's character and Bruce Wayne well enough; it feels too force. Another major problem with the film is the Howard Hughes segment, it which it is they only portion of the film that drags.",perfect film great blockbust ye tonal dark knight rise rise predecessor trilog manag balanc ground realism comic book aspect tonal coher work fact though still attempt ground realiti operat bombast batman film dear lord operat work superhero genr true core batman superhero genr inher ridicul concept love ridicul voic bane michael cain constant ham cri speech recent year jj abraham school film make gain currenc film move fact one scene next audienc bare time regist illog step taken charact evid star trek film nolan much panach transcend narr edit weak associ modern form film make dark knight rise pure cinemat experi film need film need experi big screen even hand hand fight sequenc area christoph nolan struggl past exemplari reminisc slow light saber fight old trilog biggest problem film develop relationship marion colitard charact bruce wayn well enough feel forc anoth major problem film howard hugh segment portion film drag
"First of all, the Dark Knight Rises in the concluding and final chapter in the critically acclaimed Christopher Nolan (Director) Dark knight Trilogy, and due to it being the predecessor to 2008's The Dark Knight, The Dark Knight Rises was already overwhelmed with especially high expectations. However did it meet those expectations?

(Spoilers!)The Dark Knight Rises opens with an overwhelming plane aerial action sequence, an the introduction of Tom Hardy's representation of the character of Bane. Tom hardy's performance as Bane is constantly stimulating, both visually and mentally, possibly as stimulating as Heath ledger's representation of the Joker in The Dark Knight, however I do believe that Hardy's performance is heavily tainted by the way in which the character of Bane was ""removed"" from the film, during the final act of the film. Among the incredible five star performances of the cast from Anne Hathaway in her fitting performance as Catwoman to the emotional performance of Morgan Freeman, the acting was a driving force in the film's outstanding quality. The intense, emotional performances were essential to the film's sharp writing, great pacing throughout the story. Christopher Nolan's incredible flashback technique used to compose an incredible plot twist during the final act of the Film. It has been constantly noted that the film has an extensive amount of plot holes, however after analyzing the story, I do believe that many of the plot holes mentioned are very pedantic methods used by fans of other blockbusters such as The Avengers, to better their personal opinions, rather than explaining what they enjoyed about their own personal favorite, they would rather slander and taint The Dark Knight Rises.

However the film does have some relevant plot holes, which could have been resolved by additional footage, such as a director's cut or a three and a half hour edition of the film, I would have also been satisfied with a two part version of the film in which each part was two hours, or more in length. The film's combination of ""the chase"",and the ""the ticking time bomb"", during the final action sequence was an incredibly powerful sequence which kept me heavily invested in the outcome of the story, which climaxed with the most emotionally gripping moment in comic book film history, in my opinion. The supposed death of the Batman in the nuclear explosion, later denied by his alive appearance as Bruce Wayne, was a symbolic way to express how the death of Batman, allowed Bruce Wayne to Truly ""live"", while also leaving you wondering how he did it? Bruce Wayne's time in the underground prison was incredibly reminiscent of Batman Begins, as Bruce Wayne was forced re build his broken psyche, and truly become the Batman, physically and mentally; this also defined Bane to be both the greatest test for Batman mentally and physically but also the most important factor in Bruce becoming a truly righteous hero that Gotham deserves. And the final gift from Christopher Nolan the audience, was Joseph Gordon Levitt becoming the symbol of hope for Gotham as Wayne did in Batman Begins, leaving the audience understanding that the Batman is immortal in a metaphorical way, anyone with the will to do so can be Batman, in Nolan's cleverly and emotionally investing world. The Dark Knight Rises was a satisfying ending chapter to a greatly weaved masterpiece of a trilogy from start to finish. I would give The Dark Knight Rises 9.5/10, or an A+.",first dark knight rise conclud final chapter critic acclaim christoph nolan director dark knight trilog due predecessor dark knight dark knight rise alreadi overwhelm especi high expect howev meet expect spoiler dark knight rise open overwhelm plane aerial action sequenc introduct tom hardi represent charact bane tom hardi perform bane constantli stimul visual mental possibl stimul heath ledger represent joker dark knight howev believ hardi perform heavili taint way charact bane remov film final act film among incred five star perform cast ann hathaway fit perform catwoman emot perform morgan freeman act drive forc film outstand qualiti intens emot perform essenti film sharp write great pace throughout stori christoph nolan incred flashback techniqu use compos incred plot twist final act film constantli note film extens amount plot hole howev analyz stori believ mani plot hole mention pedant method use fan blockbust aveng better person opinion rather explain enjoy person favorit would rather slander taint dark knight rise howev film relev plot hole could resolv addit footag director cut three half hour edit film would also satisfi two part version film part two hour length film combin chase tick time bomb final action sequenc incred power sequenc kept heavili invest outcom stori climax emot grip moment comic book film histori opinion suppos death batman nuclear explos later deni aliv appear bruce wayn symbol way express death batman allow bruce wayn truli live also leav wonder bruce wayn time underground prison incred reminisc batman begin bruce wayn forc build broken psych truli becom batman physic mental also defin bane greatest test batman mental physic also import factor bruce becom truli righteou hero gotham deserv final gift christoph nolan audienc joseph gordon levitt becom symbol hope gotham wayn batman begin leav audienc understand batman immort metaphor way anyon batman nolan cleverli emot invest world dark knight rise satisfi end chapter greatli weav masterpiec trilog start finish would give dark knight rise
"I loved the Dark Knight. I loved its complexities, I loved its performances and I loved its direction. It was not only a great superhero film but a great film in general. Did they exactly need a conclusion to Batman's story? That's really not for me to decide, but they did it and in my opinion it ended in the best possible way. Not the best way, but the best possible way. This is an excellent film, it is excellent because it demonstrates everything that made the Dark Knight Trilogy complex, and because of Nolan's direction it made it even better. Christian Bale gives a fine performance as Batman, the theatrical voice is still there, but it's toned down. I could barely recognize Tom Hardy as Bane, the voice is a little much but he still does good nevertheless. I really don't get all the hate for Anne Hathaway, she's a good actress, regardless of what her ambitions might be, she did good in Les Miz but did well here. Joseph Gordon- Levitt did good as usual, and Gary Oldman Michael Caine and Morgan Freeman can do this in their sleep. The Dark Knight was what it was because it had a realism to it, this could definitely happen in real life, in regards to the Joker. The realism fades when Bane comes along but that's not a bad thing if the story is told well (and it is). If you've seen the Dark Knight, go see this, and if you're looking for a great movie go see this.",love dark knight love complex love perform love direct great superhero film great film gener exactli need conclus batman stori realli decid opinion end best possibl way best way best possibl way excel film excel demonstr everyth made dark knight trilog complex nolan direct made even better christian bale give fine perform batman theatric voic still tone could bare recogn tom hardi bane voic littl much still good nevertheless realli get hate ann hathaway good actress regardless ambit might good le miz well joseph gordon levitt good usual gari oldman michael cain morgan freeman sleep dark knight realism could definit happen real life regard joker realism fade bane come along bad thing stori told well seen dark knight go see look great movi go see
"When I saw the dark knight rises, I expected a villain who would be able to stand up to the acting which Heath Ledger had given in the dark knight. But I was disappointed with Bane's character even though Tom Hardy tried his best it didn't have the charm which the other two villains in the prequels had... Marion Cotillard didn't do what deserved of her role.. Gary Oldman, Morgan Freeman and Michael Caine had no new form or structure even after 8 years, people change with time.. and u need to show at least some change in their character.... The only people who showed justice to their roles were Anne Hathaway as catwomen and Christian Bale.... The story was nothing exceptional. But I say to the people don't expect anything like the The Dark Knight... Just an ordinary story, with an ordinary villain with no character devlopment like the Joker or Ra al gul... And a batman who can and at no point feels weaker in courage than then villain... Overall I give it a 6 for just Anne Hathaway and Christian Bale's performance with the direction of Nolan.",saw dark knight rise expect villain would abl stand act heath ledger given dark knight disappoint bane charact even though tom hardi tri best charm two villain prequel marion cotillard deserv role gari oldman morgan freeman michael cain new form structur even year peopl chang time u need show least chang charact peopl show justic role ann hathaway catwomen christian bale stori noth except say peopl expect anyth like dark knight ordinari stori ordinari villain charact devlop like joker ra al gul batman point feel weaker courag villain overal give ann hathaway christian bale perform direct nolan
"""You are in for a show tonight!"" The dark knight rises one last time to save Gotham. This movie portrays batman at his most fragile self. Problems are everywhere while solutions in the abyss. Bruce is down with grief, Wayne empire is at all time low, Bane and his gang is taking over the city brick by brick. Bruce is faced with a choice to let Gotham die or rise to give some hope to its citizens who are interested in only one thing that they do best when threatened: own survival.

This movie is a perfect blend of, pain, struggle, sadness, suspense, action, loss, chaos, triumph, powerful lines, a number of great performances and above all a very good story.

Out of so many good ones if I need to choose a single stand out performance it would be Christian Bale, he has come a long way. This movie gave him a real chance to show what he is capable of as Bruce Wayne. Then comes Michael Caine and Morgan Freeman, reviewing their performance would be like holding a candle to the sun so I won't. Joseph Gordon-Levitt and Ann Hathaway were perfect for their parts, I was a little doubtful of Hathaway but she managed to steal the frames a good number of times. While I missed a mind blowing performance like Heath, Tom Hardy as Bane managed to deliver a handful of terrifying moments and last but not the least what a great music.

A tiny issue I had was that first half took a little while to come to speed, but I guess it was necessary to build the story and to tie up the loose ends from last two parts.

No amount of words would be enough to praise Christopher Nolan for giving us a stellar finale.

My Rating: 9/10",show tonight dark knight rise one last time save gotham movi portray batman fragil self problem everywher solut abyss bruce grief wayn empir time low bane gang take citi brick brick bruce face choic let gotham die rise give hope citizen interest one thing best threaten surviv movi perfect blend pain struggl sad suspens action loss chao triumph power line number great perform good stori mani good one need choos singl stand perform would christian bale come long way movi gave real chanc show capabl bruce wayn come michael cain morgan freeman review perform would like hold candl sun joseph gordon levitt ann hathaway perfect part littl doubt hathaway manag steal frame good number time miss mind blow perform like heath tom hardi bane manag deliv hand terrifi moment last least great music tini issu first half took littl come speed guess necessari build stori tie loo end last two part amount word would enough prais christoph nolan give u stellar final rate
"I don't normally review movies unless I feel compelled to do so. In this case, I feel I was duped into expecting a very good movie. Isn't that what I should have expected with an 8.5/10 rating?

I won't get into the details, they're well-documented throughout these reviews. And I won't detail the nonsense that is considered a plot for those that may not have had the displeasure of viewing this movie. There are so many times that I was left shaking my head that I sustained a neck injury just watching this.

I like the idea of Bane as a physically powerful foe, I like Anne Hathaway as Catwoman (although her character has serious flaws) and the veterans do their normal commendable job attempting to bring stability to this disaster.

I gave it a 3 because I like Batman and I still want to like him. I will put this movie out of my mind so that I continue to like him.",normal review movi unless feel compel case feel dupe expect good movi expect rate get detail well document throughout review detail nonsens consid plot may displeasur view movi mani time left shake head sustain neck injuri watch like idea bane physic power foe like ann hathaway catwoman although charact seriou flaw veteran normal commend job attempt bring stabil disast gave like batman still want like put movi mind continu like
"The plot is a total nonsense from the beginning to the end. They don't even try to make it believable. I know it's a super hero movie, we're not in the real world, but still. I felt this movie was an insult to the public. It's like saying you don't understand anything of what is happening in the world around you, why would you care to understand what is going on in the movie? We end up with a very childish plot where whatever you want to happen just happens with magic. A nuclear reactor turned into a nuclear bomb with a screwdriver in 2 minutes in a garage, a broken spine healed with a rope and 3 push ups, it's all like this. Just boring and lazy. Even the fights are lame. Bane and Batman are supposed to be the 2 best fighters in the world but they fight like a couple of drunk cowboys. Jackie Chan would kick their butt in no time. Can't believe it's rated 8.7 today.",plot total nonsens begin end even tri make believ know super hero movi real world still felt movi insult public like say understand anyth happen world around would care understand go movi end childish plot whatev want happen happen magic nuclear reactor turn nuclear bomb screwdriv minut garag broken spine heal rope push up like bore lazi even fight lame bane batman suppos best fighter world fight like coupl drunk cowboy jacki chan would kick butt time believ rate today
"I wanted to write ""just see it,"" but IMDb requires 10 lines, so here goes nothing. There's something in this film for everyone, especially Batman fans. That doesn't mean Chris Nolan and team tried to please everyone -- if you've seen any of his films, you know he's got too much integrity and cinematic love for that. There's romance, real drama and feeling, in contrast to the first two movies. Action fans will dig it, wingnut tech-heads will dig it. There's even a hint of the supernatural in this movie. War movie fans will dig it. I think it's fair to say that most Chris Nolan fans will dig it too. I can't even fault the film for it's moment of garbled dialogue, because those moment just fuel my desire to see this movie again. Just see it.",want write see imdb requir line goe noth someth film everyon especi batman fan mean chri nolan team tri plea everyon seen film know got much integr cinemat love romanc real drama feel contrast first two movi action fan dig wingnut tech head dig even hint supernatur movi war movi fan dig think fair say chri nolan fan dig even fault film moment garbl dialogu moment fuel desir see movi see
